	DZQV_CD8_naive	DZQV_CD8_CM	DZQV_CD8_EM	DZQV_CD8_TE	DZQV_MAIT	DZQV_VD2+	DZQV_VD2-	DZQV_TFH	DZQV_Treg	DZQV_Th1	DZQV_Th1/Th17	DZQV_Th17	DZQV_Th2	DZQV_CD4_naive	DZQV_Progenitor	DZQV_B_naive	DZQV_B_NSM	DZQV_B_Ex	DZQV_B_SM	DZQV_Plasmablasts	DZQV_C_mono	DZQV_I_mono	DZQV_NC_mono	DZQV_NK	DZQV_pDC	DZQV_mDC	DZQV_Neutrophils	DZQV_Basophils	925L_CD8_naive	925L_CD8_CM	925L_CD8_EM	925L_CD8_TE	925L_MAIT	925L_VD2+	925L_VD2-	925L_TFH	925L_Treg	925L_Th1	925L_Th1/Th17	925L_Th17	925L_Th2	925L_CD4_naive	925L_CD4_TE	925L_Progenitor	925L_B_naive	925L_B_NSM	925L_B_Ex	925L_B_SM	925L_Plasmablasts	925L_C_mono	925L_I_mono	925L_NC_mono	925L_NK	925L_pDC	925L_mDC	925L_Neutrophils	925L_Basophils	9JD4_CD8_naive	9JD4_CD8_CM	9JD4_CD8_EM	9JD4_CD8_TE	9JD4_MAIT	9JD4_VD2+	9JD4_VD2-	9JD4_TFH	9JD4_Treg	9JD4_Th1	9JD4_Th1/Th17	9JD4_Th17	9JD4_Th2	9JD4_CD4_naive	9JD4_CD4_TE	9JD4_Progenitor	9JD4_B_naive	9JD4_B_NSM	9JD4_B_Ex	9JD4_B_SM	9JD4_Plasmablasts	9JD4_C_mono	9JD4_I_mono	9JD4_NC_mono	9JD4_NK	9JD4_pDC	9JD4_mDC	9JD4_Neutrophils	9JD4_Basophils	G4YW_CD8_naive	G4YW_CD8_CM	G4YW_CD8_EM	CYFZ_PBMC	FY2H_PBMC	FLWA_PBMC	453W_PBMC	684C_PBMC	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC	ensembl_gene_id	external_gene_name	gene_biotype
193.0	0.0391962	0.0	0.0259969	0.0	0.0	0.0136975	0.1416354	0.0	2.072559	0.0196741	0.00964569	0.0	0.0262002	1.5798699	0.210479	0.0	0.0494416	0.0157398	0.0371454	0.0	0.00917509	0.0	0.0092104	0.0	2.0904857	0.00728845	0.00933838	0.0	0.0	0.0272439	0.0093782	0.0	0.00972717	0.0	0.00754523	0.0237216	0.0	0.00726761	0.0465723	0.0100488	0.0	0.0410013	0.0	0.0086623	0.0506319	0.0	0.00660777	0.0393316	0.00439394	0.00836068	0.0	0.0150307	0.0	1.996896	0.0154281	0.0127679	0.0	0.0	0.0317866	0.00973228	0.0361127	0.029602	0.0301027	0.0	0.00890298	0.0201857	0.00845181	0.0	0.0191828	0.027336	0.027553	0.0109598	0.0	0.0348806	0.0260067	0.0	0.0144383	0.0	0.0340855	0.0	0.0298088	0.0109785	1.60097	0.0158211	0.0109957	0.035795	0.00829652	0.0114089	0.0275094	0.0394168	0.0	0.0150121	0.0152257	0.0151848	0.1406908	0.0108647	0.2113551	0.0	0.0	0.0	0.0	0.0286998	0.0299447	0.0104806	0.0	0.0702487	0.0283774	0.00924389	0.0	0.0236975	0.0	0.207392	0.0	0.0100492	0.0199546	0.00851524	0.4678473	0.0090548	0.0438553	0.0437331	0.220185	0.00790391	0.132032	0.064057	0.0	0.0145453	0.217133	ENSG00000196581	AJAP1	protein_coding
164.0	3.452505	2.9694363	2.931158	1.866537	4.974064	3.298981	3.262959	5.7202216	3.612096183	4.016778	4.649811	4.385517	3.74357	4.050081	3.515733	7.473673	1.757341397	1.3134621	0.943355	2.578315	2.413297	4.2061863	4.2174413	2.9533736	9.0726136	3.4060062	1.2900479	0.3870387	4.693081578	5.892257846	5.624806	2.4630461	3.5133644	5.163611	1.211765	1.3856235	1.93175253	7.376706	2.319888051	5.528671	2.940556	2.053894	5.156861	9.0819354	2.447103	2.46626263	1.2021079	4.233525	1.005206	4.670072631	5.158719	4.0801947	1.429688	7.4884337	1.9634295	0.0384595	1.712602355	1.5775403	5.726032	1.187236	0.0	5.629545	4.529165911	1.9012553	4.204345034	2.155620001	3.889094059	2.71511	5.650732	5.704622	3.822132907	7.328927	5.712206	2.502442469	1.9007589	3.443329	2.095435	1.4138932	6.3597929	2.6940462	4.687844	2.090322	4.922479	5.3691474	1.311068	1.014639402	3.40077089	2.103194	4.634574	2.556474001	2.27476	3.413206	1.470902006	1.571586	1.7433141	3.433718	2.861639811	2.424561047	2.72535	3.01792493	3.580993	4.004898	5.1609281	3.910003	2.43105772	3.240468	5.394405002	1.9155758	2.661428265	5.345964	2.816616	1.911164	4.297290773	3.4161908	3.2651185	3.288241	5.120914	3.558743	0.824273	0.878984	2.9940868	3.231411	3.9262805	2.32027	2.558421	2.550307	2.093166098	ENSG00000131697	NPHP4	protein_coding
147.0	99.997384	135.3441802	168.099841	175.4645107	158.5526663	188.4065555	181.6037728	143.442825	131.160012	122.644281	142.6044466	189.165583	123.448151	97.66799342	154.6991756	62.6534104	57.810125	76.35916273	51.49497041	14.9270868	138.8777149	202.9808749	192.1526047	254.76029	122.001811	164.3319753	37.586114	92.2058	139.4735913	167.2811379	178.1682055	233.36801	160.16145	166.2601931	217.8833402	91.22057575	93.8637764	130.9580895	183.4726138	171.181886	120.3877471	113.8457046	231.92321	162.3911898	56.4316824	34.579958	37.07249478	60.434046	12.57904349	141.298786	123.98709	147.431865	264.0182078	91.2215051	99.627967	51.365252	70.850942	119.2794979	141.675171	205.0718117	229.907027	139.077458	200.36433	179.1591764	158.70535	152.549314	122.77547	154.4732978	147.8857421	151.860043	122.4152501	185.6656147	147.820357	40.483412	60.38134359	35.4662743	63.089309	11.64307462	129.21147	160.397997	192.37603	191.0862358	104.221538	168.119906	68.287828	86.75384902	143.4484835	151.534421	178.105742	121.679719	109.7034838	98.134352	174.4347814	98.679919	98.43124298	200.81147	129.5361715	160.431534	147.5020147	134.7602758	135.8045591	118.775535	133.7021277	129.716921	111.2356	120.6596248	159.131139	53.746272	57.43135379	51.01959556	69.7071115	15.1570038	164.43003	144.3621447	161.724272	238.7632425	109.4963515	140.214307	59.526628	76.74722	103.949087	122.647085	94.20264	118.2857798	140.704621	133.163957	111.186915	ENSG00000069424	KCNAB2	protein_coding
157.0	0.107494	0.0389451	0.0706624	0.0	0.0	0.0	0.0347038	0.0	0.0	0.0	0.0	0.0	0.0	0.0615978	0.0	0.0	0.0	0.0634026	0.0	0.0499106	0.0	0.0	0.0	0.0	0.0348001	0.0410182	0.0257084	1.98143736	0.0	0.0	0.0258172	0.0335302	0.0265594	0.0	0.0412206	0.0322819	0.10225	0.0	0.0255229	0.0279244	0.0451825	0.0	0.0	0.198839	0.0935842	0.0235141	0.0197194	0.0476378	0.0	0.0231648	0.092889846	0.196641049	0.0783944	0.0	0.0629034	0.0345173	0.296198	0.0251992	0.2505668	0.0542202	0.0	0.0270715	0.0	0.0	0.0243573	0.0	0.205153	0.0	0.052642	0.105181	0.0	0.0299798	0.0798385	0.0	0.0718181	0.0790675	0.0	0.0	0.0233534	0.0	0.1605049	0.0528241	0.6528021	0.064941	0.0585775	0.98489	0.0454099	0.030735	0.577604	0.021638	0.0	0.0	0.0	0.0	0.0	0.181431	0.0273036	0.1240242	0.0	0.0327302	0.0	0.0779553	0.0556918	0.061356	0.0960773	0.0	0.265627	0.0	0.0	0.0	0.0	0.0825996	0.0	0.0	0.1331511	0.0465259	0.0715743	0.0251423	0.0568006	2.4268312	0.0	0.0406437	0.0	0.0	0.0	0.0	0.0493193	ENSG00000116254	CHD5	protein_coding
156.0	166.0662	91.674432	64.2008	74.290312	117.35361	87.309138	57.33442	114.63067	102.791957	135.47578	88.277621	117.947318	107.291782	129.46363	168.88553	47.14832	89.1924	63.163153	89.36971	13.436346	32.92159	43.77123	28.12463105	33.017771	67.948064	72.54499	1.116117	10.382433	167.9794	87.95704	50.85284	56.24234	80.82561	86.31083	91.33043	90.07831	70.824239	167.68301	130.44278	108.696038	103.03754	125.871	75.95777	179.81594	106.39864	41.75601	89.9658593	81.56452	17.83442	52.9821	54.704201	52.007297	46.9316	60.61488	141.835	0.0864556	5.81707	171.81133	121.52035	64.78784	64.02098	96.93285	81.76136	55.537526	118.74132	120.65637	122.54835	119.997283	121.54356	103.623576	160.181	78.143599	183.88832	80.95485	91.53672006	90.55204	85.06687	22.123096	61.263343	46.89515	40.8034	48.05033	60.571503	89.535412	0.330147	10.660791	169.26063	91.00987	60.6077	57.26053	31.723712	64.78746	53.94402	49.091225	69.6289	58.10923	95.140533	93.24189	63.48116	99.36646	114.96786	114.770959	99.06975	121.880365	132.596407	151.83993	165.58508	88.08446	71.86568	56.827759	63.553455	20.665185	51.00743	49.159864	53.9142	38.475254	77.10154	76.399017	1.062902	9.49845	73.77817	64.14712984	79.96741	77.195012	70.902091	61.452552	41.97298	ENSG00000116251	RPL22	protein_coding
177.0	0.646814	1.975384	2.087581	1.454709	4.860331	2.399447	0.661987	7.053329	5.830816	2.1239666	10.885494	8.5456277	16.660447	0.39932	0.968436	0.832608	0.966652	4.798582	1.165102	1.1145765	1.531299	3.906299	12.333382	1.162201	0.789569	0.2876184	0.986329	1.722431	1.37708	2.212922	3.110826	2.259152	2.4275034	7.368786	1.03883	3.1541525	10.279265	11.411358	8.111081	16.755781	13.223932	4.884145	7.554214	1.064919	0.61621	1.047451	0.610538	4.330467	4.193478	0.888789	7.007126	15.540348	2.078737	0.305721	1.508908	1.251542	0.632155	1.331423	1.143181	4.2429724	1.493378	2.148167	5.181419	2.044598	1.772013	8.355869	10.953959	14.743363	9.167471	19.974392	1.260209	0.917555	1.039774	0.550932	1.114194	1.5579922	2.523417	0.9305045	0.679685	6.25765	15.206683	2.4904177	0.767663	0.95454	0.902373	1.574545	1.454537	1.660409	1.580482	3.3101	1.452855	1.561675	1.387481	0.815117	3.187832	0.890817	2.932213	5.387581	5.832478	7.680496	3.581167	12.133022	8.448524613	13.00077	11.233065	1.933324	0.809472	6.543911	1.256151	2.794516	4.367382	2.0177038	2.7423913	6.448974	17.591128	3.318954	0.789287	1.306838	0.854087	0.68255	1.016054	6.10795	2.851969	2.185695	1.5110676	6.174028	1.109229	ENSG00000158286	RNF207	protein_coding
155.0	2.00104	3.427401	26.53993	22.73384	31.477618	15.15614	7.410752	2.51248	17.5501	9.675451	27.56565	20.69038	30.62583	11.22479	20.4942	2.758377	1.10417	15.86912	21.50268	11.115746	20.686492	27.146445	25.234209	12.18779	7.58534	19.028566	0.47927	3.509291	19.63474	21.634427	28.06873	6.685356	5.64343	20.644377	29.83134	11.111277	18.44583	12.330122	21.477413	6.21458	2.64382	10.471622	36.20233	19.315847	10.34487	8.29027	12.406382	3.64638	7.286714	15.40483	24.613524	20.2503	40.31657	33.36908	10.176808	1.389297	6.36356	14.77909	22.273833	32.1031	44.81116	25.2686	26.53213	2.84865	6.50459	16.798127	25.587486	17.899208	32.778065	24.94263	11.60992	5.018019	14.256215	9.535284	16.29232	18.973271	15.131189	13.99992	13.170937	7.8397	10.887436	26.8768	33.17598	14.929396	0.493743	3.78842	12.48662	6.292501	7.98533	15.01883	10.48453	16.91977	11.021125	15.504991	11.97779	7.18613003	18.013903	22.2886	31.20216	19.76894	18.11413	19.99876	2.45219	9.690645	25.71472	18.62796	17.40707	10.34109	15.39922	13.67081	3.80912	3.362548	18.54252	18.145256	27.50782	36.07007	38.99759	18.1979	1.253993	1.997346	16.17211	22.49251	13.896247	13.739257	19.0161	16.45663	9.796886	ENSG00000116237	ICMT	protein_coding
189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000173673	HES3	protein_coding
178.0	0.0	0.0	0.0381974	0.754435	0.463028	0.282506	1.20107	0.0	0.0	0.0	0.0819228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0755433	0.0	0.0577932	0.572933	0.521377	0.0254281	0.172387	0.0	0.0	0.0	0.0	0.276633	0.398665	0.172266	0.415759	0.668514	0.0	0.0	0.0	0.0	0.0	0.17094	0.0	0.203495	0.0511072	0.0	0.127074	0.0	0.0	0.0	0.0247772	0.955786	1.20316	1.91904	0.328122	0.0226638	0.0	0.358951	0.0	0.0	0.287866	1.5464	0.0292723	0.0	1.91073	0.0	0.0298636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0367428	0.703542	0.941762	0.336511	0.0	0.0	0.0	0.0	0.06644	0.895616	0.304082	0.248859	0.266795	0.0676552	0.0224847	0.25588	0.386757	0.177151	0.0	1.44751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0278026	0.0273864	0.0	0.0	0.0	0.0	0.10707	0.0589172	1.35613	0.251444	0.921955	0.0	0.0	0.0	0.315602	0.0	0.451428	0.611625	0.655806	0.129159	0.0	ENSG00000158292	GPR153	protein_coding
151.0	3.950647	8.19721	37.504046	11.518288	3.649638	9.240679	14.497511	16.690341	6.919881	12.605288	10.12949348	6.32005	11.2981	3.78174	38.164078	1.38698	0.0	6.067608	1.671082	5.343258	0.0	2.08274	0.089314	28.640757	40.061657	8.56827101	0.8193496	0.0	1.5082292	2.37051	10.751848	8.421873	5.715249	9.3871711	9.8893	8.89585	11.425448	7.08431	4.245512	9.161902	5.855614	2.646948	3.164169	16.7421	0.149333	2.290346	2.813534408	0.0	9.088201	0.0	2.6335327	1.335582	8.48365	25.328554	6.354621	0.0	0.0	0.857892	4.950705	13.098087	5.657859734	5.810098	2.309919	5.836652	3.84601	8.25434	12.26782853	5.16289	8.96384	9.929945794	3.742227	7.812267	22.69307	0.459148	0.167376	3.57146	2.42177	4.746253	0.5991901	0.241184	2.0212	13.730767	27.58961954	9.045731	0.416302	0.641813	1.310736	3.1621	9.637379	7.402067	11.6719551	6.146883	3.801071	7.199772441	5.740116	7.743906	1.649575563	1.704524	5.791113884	4.29064	11.10505	11.833106	6.666165321	4.501936	5.558468	1.298796	10.335602	0.8252975	0.290265	3.221616	0.783884	2.161264	0.0	0.483813	0.534827	9.585300981	34.392237	1.621421	0.0	0.0	6.031522	6.741315	6.06837	4.524652	12.267006	10.88383	6.471152222	ENSG00000097021	ACOT7	protein_coding
148.0	1.202361	1.3454968	1.693605	1.004731	2.089617	1.455703	1.315864	0.9435233	0.778974	1.370055	0.681102	0.407456	1.84222	0.641761	0.739473	1.553569	1.141387	1.647026	0.69801	0.1323851	1.297857	0.93415	0.764086	0.487099	0.9391839	0.490616	1.449558	1.296606	0.95531	0.690845	1.302182	0.5562291	0.773064	1.1258677	0.738381	0.60788	0.495517	0.4523775	0.9614	0.623717	1.460469	1.037662	0.683828	0.810509	1.984555	0.76189	0.796719	0.470869	0.0839643	0.940331	0.718059	0.628148	1.070429	0.365427	0.4231892	0.904623	1.868246	0.57337	0.534051	1.692251	0.815446	0.631705	1.167812	0.5352117	0.74198	0.826443	0.442955	1.194589	1.216956	1.257443	0.569973	1.405796	1.444688	0.612081	1.143728	1.264958	0.637749	0.2214056	1.053407	0.990196	0.548083	0.7426986	0.720606	0.7567504	2.272469	1.305788	1.454046	0.916325	0.735752	0.534319	0.5711514	0.2805	1.22267	0.698339	0.51083	1.127811	0.705774	0.545484	0.7883035	0.53534	1.174809	0.524264	0.453257	0.769037	0.366282	0.75033	0.838023	0.86886	0.295038	0.060863	0.654178	0.095242	0.712382	0.753217	1.071109	1.953506	0.331724	0.755037	0.845456	1.765783	0.044377	1.050094	0.447012	0.818745	0.5228146	0.659681	0.9844105	ENSG00000069812	HES2	protein_coding
192.0	0.359761	0.0	0.348793	0.0	2.46016	0.621371	0.0	0.7241647	0.495806	0.0884769	2.0042899	2.0710493	0.2629916	1.5267036	0.320578926	1.020936	0.8926362	0.2062074	0.304523374	0.803325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.797446	1.2054569	0.247767	0.0	0.0620377	0.0982869	1.0723664	0.0	0.78886	0.556286	2.02001	1.637385	1.3973066	0.687026	0.0207699	0.0	0.119239	0.0	0.148261	0.6829975	0.0	0.0	0.0	0.0	0.0	0.513322	0.0	0.411684	0.0	0.0	1.0365056	0.0	0.6449415	0.0	1.916572	0.0	0.0	0.5546412	0.277716	0.885725	2.609179	4.08378	0.541239	0.508162	0.0	0.4142803	0.175639	0.0	0.74336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2874155	0.308456	0.0	0.0	0.0602643	0.0761184	0.0782914	0.0685091	0.059794	0.0	2.156881	0.0563937	0.0	1.994804	0.0682844	0.658026	0.271025	0.29094	0.32264	0.0335824	0.488612	0.0703158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.663317797	0.924679	0.0	0.4813034	0.2941617	0.0	0.105611	ENSG00000187017	ESPN	protein_coding
203.0	219.6749557	275.010307	120.5491372	14.342076	589.823864	154.55786	29.44413695	288.324682	349.6799572	352.94697	684.629562	730.33963	402.400958	353.14215	0.634812	1.722068	1.05777	4.02076	3.043258	0.0554828	1.051505	2.568236	1.533592	24.442077	0.330983	2.792195	0.750939	1.71067	268.517979	306.411111	111.7096016	15.644756	327.6134746	192.6077099	65.92613984	360.235386	356.660791	250.5659148	381.9899792	515.139569	248.884416	226.0132775	54.08107	6.304162436	2.17168	4.349308	7.116674	8.168685	0.1849487	1.288741	3.727828	6.773391	22.66045023	2.538193	7.382257	0.609289	1.81792	186.5382985	173.429743	125.123343	17.590412	543.5145184	251.94507	33.508237	254.04526	311.9806257	350.267664	484.087275	598.19507	401.3104856	272.282895	112.878246	3.931518	0.751136	0.593791	3.306689	9.947018056	0.442215	1.088525	4.317662	7.3637	34.08304493	0.426380946	7.250442	0.668962	1.15812	174.464977	159.8639751	69.290617	78.3339645	75.624343	129.1271439	118.217575	137.667707	91.216296	25.644742	272.2898324	130.595115	20.92894219	296.233063	214.7222451	217.65474	365.09329	425.6606141	275.382902	211.95706	8.328992105	1.37779	4.000737	4.322133294	7.61522	0.442258	0.951295	4.107831	7.127246007	40.4167895	1.02641	7.63074	1.610027	1.69033	72.663645	72.587448	94.388787	76.558647	85.44670175	46.82242164	61.03287785	ENSG00000215788	TNFRSF25	protein_coding
186.0	0.837057501	1.732761	0.48344139	0.054355828	11.607629	1.213271994	0.0	2.735177772	2.152162005	3.303795863	1.218947898	1.30257855	2.942852001	3.301200076	0.101376778	0.080109102	0.105007602	0.070590005	0.070682342	0.009637941	0.0	0.0	0.023846141	0.211463792	0.0878342	0.055888543	0.167559188	0.110227264	0.666286725	4.010885	1.514965	0.094927905	0.696410804	0.690092	0.562972213	1.986255	1.118854259	1.674967237	3.886718013	0.639366	1.467507	1.761028864	0.135107032	0.201758157	0.109103525	0.112536808	0.034433503	0.125896583	0.205644	0.021585195	0.178284666	0.07724856	0.129007569	0.0	0.084194653	0.207643501	0.138024718	0.559399072	0.712857124	0.201436566	0.0	0.252791567	0.550813272	0.034611895	0.790578057	0.283738733	0.910786871	0.882591115	0.833246628	0.739823385	1.788770594	0.101433403	0.151935668	0.114446012	0.052299572	0.07378129	0.116136157	0.254075896	0.131674016	0.064442989	0.303939755	0.172618142	0.121591943	0.10086551	0.170673281	0.268619514	0.8319189	1.629569002	0.071741656	0.296095858	0.0	1.164895457	0.019724036	1.280951664	1.205354662	0.306317	1.028176507	0.112601074	0.351482123	2.331079	2.476285002	1.603612656	1.674856369	2.896792058	1.187667753	2.103033149	0.120429294	0.071626891	0.0	0.02984163	0.102807154	0.0996767	0.115426587	0.180692085	0.051177625	0.305410659	0.073790122	0.094868533	0.080807034	0.200628377	0.456845784	0.344893457	0.324838832	0.504243141	0.073732385	0.204335105	0.144027265	ENSG00000171680	PLEKHG5	protein_coding
179.0	30.32115	32.08081	25.89965	16.412478	19.11583	19.58258	16.87503	21.16199	44.887095	41.05309	25.91474	41.11954	48.24784	40.99939	15.451939	22.22523	13.074697	16.03306	13.75886	11.62995	11.32666	17.23641	12.25949	14.870258	8.35541	5.731058	1.61995	8.2055	39.10364	36.62316	20.45586	18.45946	22.5368	22.79914	17.210165	25.82044	29.12698	42.18267	49.40287	51.3837	25.70955	32.00021	28.47703	40.049747	28.12835	21.35896	31.08244	21.354299	4.708433	4.21581	8.21733	11.9296	32.61087	15.845394	10.20075	3.85637	8.56883	22.99291	29.334643	32.12271	18.40426	34.26535	28.03963	28.076288	15.38636	32.57551	24.112396	28.50298	52.12189	31.86417	29.5881	21.610596	40.62844	17.1441	30.93249	41.3083	29.84974	8.01366	11.263024	6.15008	8.821313	26.66547	11.78839	18.01126	3.72132	12.09112	35.3031	44.863491	8.68939	8.221649	16.91277	17.25915	15.83161	11.29775	10.89133	13.74652	18.78599	21.490078	15.24979	23.684656	33.48243	26.87359	22.114895	37.26537	45.234054	35.02307	26.87797	13.306257	25.5055	23.805899	17.15378	4.570371	10.62668	13.82809	9.28172	22.23276	6.841771	4.72906	1.43319	8.92113	9.877278	12.526678	11.671135	13.1788	6.826792	8.291216	20.99989	ENSG00000162408	NOL9	protein_coding
188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.423124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.733759	0.0	0.0	0.0	0.0	0.0	0.0	0.2969561	1.07993	0.0	0.0	0.0606341	0.0	0.0	0.0	1.117425	0.9036337	0.773241	0.0	0.0	0.30759	0.0	0.090978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0658069	0.0	0.0	0.1594275	0.0	0.0	0.0	0.0991852	0.1205392	0.122339	0.17898	0.0	0.0	0.4220513	0.0	0.4976408	0.0829875	0.0	0.0	0.0	0.0	0.0	0.1668412	0.0	1.1874058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848106	0.0	0.0	0.0	0.0	0.208776	0.0	0.0	0.0	0.0	0.1763694	0.4690315	0.071785	0.0	0.183668	0.0	0.0	1.081065	0.409714	0.469914	0.134841	0.0	0.0	0.0	0.161875	0.0	ENSG00000173662	TAS1R1	protein_coding
200.0	29.201944	24.4771761	21.23805037	17.62550212	32.397571	21.354179	22.857301	28.48524	22.39462	36.853568	20.028931	21.071981	27.78396	26.052454	38.012721	20.855843	20.537144	13.953617	24.265502	8.8463754	20.434472	28.456396	32.71559	31.09707	11.901684	28.172724	30.98777	52.20430269	25.457802	33.74908	31.320623	31.766749	33.944	23.116053	28.14258	27.260632	17.11261	25.906263	25.8755723	32.0473	22.13739	28.414039	30.29092	62.1513	24.99912	23.441987	18.994199	33.359362	10.724264	25.994132	28.327229	32.091063	37.78974	26.003877	34.14607213	36.618502	55.56786	34.205109	29.39606685	32.88913002	40.71842	25.805722	39.43992	38.72722	30.144488	31.30341	22.913512	26.5888449	25.112481	30.724211	24.0532066	31.190495	54.09953	28.28189	40.65384	34.75395	28.722629	13.488702	47.292266	27.328394	32.78509	30.65837	32.7600847	33.00724	33.51907	47.820899	34.11676	23.04604	28.7553	26.6042677	21.878265	21.960436	29.833583	27.523985	18.80044	29.0659	21.149623	27.851021	17.96247	24.977874	25.513121	27.161661	24.315734	39.40116	29.03636	23.97383	40.11508	34.21115	30.47963	21.08409	36.51272	7.492152004	40.6394409	29.07174	34.86685	34.09033035	26.87569	40.72945	32.25719	43.5742533	23.78621	31.39	23.164067	29.03822	28.88817	20.94375	23.893707	ENSG00000204859	ZBTB48	protein_coding
180.0	3.8548	4.07807	14.81175	19.71731	21.67926	23.46701	7.40368	5.65216	26.59436	20.97431	27.44341	34.62571	35.36683	14.61098	19.96006	2.121323	3.159554996	7.437443	8.899848	5.921779	13.887629	11.053427	10.75323	5.834744	4.62505	9.67895	46.501376	24.11826	28.29352	44.96263	26.22598	4.913422	5.45206	37.03862	26.95223	22.825034	18.76037	41.6734	58.660486	6.60082	7.61054	20.36228	39.18544	31.79282	22.51903	3.33465	4.196931379	2.578136	5.771999	19.43959	13.906934	16.318015	35.103915	13.37893	10.32585	59.47407	10.31168	25.82681	40.37092	36.46007	38.87828	29.67027	45.30942	7.49986	17.38488	39.982457	40.358617	32.97939	40.40889	37.89055	37.27729	8.85397	21.71758	7.01599	13.788438	11.52829	13.88035	8.002524	22.692	3.14636329	9.124305	21.25102	15.34405	15.233618	68.57011	30.6948	26.26046	8.123093	8.6208	18.70871	15.29359	18.346299	19.037149	16.332496	13.01039	8.701	31.06207	25.0531	27.224609	40.21547	34.21254	28.286039	7.139423	11.78955	41.23544	32.26135	30.5894	9.07329	18.37808	14.35638	2.481349	2.3930316	25.029574	14.53738	20.65911	23.96829	20.27939	15.69233	62.04503	12.56668	14.42426	24.400968	18.445495	16.905651	22.57036	20.58663	14.74078	ENSG00000162413	KLHL21	protein_coding
158.0	1.42618	2.280384	2.43008	3.75398	3.45868	2.29733	7.20608	2.9306	4.80367	4.68013	1.73693	1.13835	2.22201	6.47273	4.0385	2.83668	4.61972	3.38833	5.1866	1.26411	2.0603	1.5581473	0.608958	3.64673	1.030806	0.649204	2.51504	2.08996	1.212883	2.93788	4.07523	4.49007	3.62128	2.2928	3.10773	4.0508	2.8379	3.04276	2.78317	0.332378	3.40671	3.03187	11.0682	6.87254	4.53786	2.18409	2.22578	1.42707	0.449957	0.499788	1.93156	1.1987525	6.1698	1.07418	1.01161	2.54058	2.75999	4.59033	6.56933	5.65377	4.82014	5.32536	3.14113	5.84487	6.78797	7.49929	7.43542	5.98272	7.9502	6.3953	7.40629	5.28136	3.65217	2.059218	4.97782	3.87838	4.94608	1.56367	2.33608	1.88651	3.178933	7.61227	3.53682	2.24524	6.07932	3.82468	5.06609	3.5596	3.9376	2.2714	1.33824	1.91066	1.43472	3.63908	1.64747	1.90679	2.73545	2.93323	5.17777	5.37281	4.42388	2.88518	2.57302	4.05091	3.2839	2.27799	9.55737	2.90392	1.47882	1.63276	2.29587	0.906495	2.86815	2.43327	4.04771	6.51099	1.51502	1.22756	5.34585	1.54789	4.34363	3.35501	3.54983	3.88391	2.48274	1.68183	2.50485	ENSG00000116273	PHF13	protein_coding
